1,2,2,0,2,0,6,16,8,14,2,22,4,6,0,0,0,72,24,12,2,6,10,0,2,2,2,2,10,14,8,6,16,4,18,8,6,2,4,12,2,6,4,2,2,0,2,4,10,10,10,2,2,16,12,6,8,18,2,6,4,8,32,8,8,6,12,18,22,12,8,0,2,8,2
1,0,6,0,0,0,8,24,12,26,6,28,0,12,0,0,0,74,10,8,0,8,8,0,0,4,0,8,8,10,2,0,10,6,20,12,10,0,8,8,10,4,0,0,6,2,4,12,6,24,2,0,6,6,10,18,10,8,4,2,0,18,32,20,0,2,2,20,20,0,8,4,2,10,2
1,4,0,0,0,0,6,66,0,16,0,0,12,14,2,0,0,0,14,6,0,12,4,0,2,10,10,0,0,0,2,2,20,0,20,18,16,4,6,0,0,10,0,6,0,0,4,4,8,14,32,0,2,6,8,4,2,22,2,2,8,10,22,0,18,4,24,12,12,4,14,4,10,2,14
1,0,2,0,0,0,4,38,0,32,0,0,0,36,2,0,0,0,6,2,2,8,4,0,0,2,12,0,0,0,2,4,8,4,12,6,16,2,4,0,0,12,0,4,4,0,6,6,6,10,12,0,0,10,2,4,2,38,0,8,4,12,22,0,14,8,6,16,40,8,12,2,4,2,6
1,2,18,0,0,0,0,0,0,10,0,0,0,18,0,0,0,0,16,10,0,4,12,0,0,2,6,0,0,0,4,2,4,2,18,4,10,6,2,0,2,2,0,6,0,0,0,14,12,12,20,2,0,8,10,4,4,4,0,2,12,10,14,0,12,10,12,2,22,6,16,10,6,0,0
1,0,0,0,0,0,0,0,0,32,0,0,0,18,4,0,0,0,14,18,0,8,4,2,2,12,10,0,0,0,2,6,14,2,10,10,14,0,4,0,0,4,0,6,0,0,0,4,10,16,18,4,14,6,4,16,6,12,4,4,10,10,26,0,4,2,2,16,18,8,14,8,4,10,0
1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,22,8,4,8,0,2,10,16,0,0,0,6,6,8,2,12,18,4,0,8,0,0,12,0,22,8,6,10,6,2,28,28,2,8,6,4,12,2,0,4,2,14,12,46,0,10,10,8,24,10,12,12,2,6,2,0
1,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,20,0,6,0,0,0,4,20,0,0,0,4,12,12,4,6,6,8,0,2,0,0,16,0,14,4,0,4,8,8,20,2,8,2,4,2,4,8,0,0,0,4,24,26,0,0,0,10,16,8,8,14,10,4,8,0
1,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,0,0,18,18,0,10,8,2,10,6,8,0,0,0,2,2,6,4,4,8,6,0,12,0,0,4,0,10,2,0,4,10,4,12,10,0,24,8,14,12,8,0,0,6,6,8,26,0,0,0,4,12,34,10,8,0,6,0,2
1,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,20,8,0,10,0,2,0,10,10,0,0,0,2,12,4,0,20,10,8,0,4,0,0,0,0,2,14,0,0,16,14,16,20,0,0,6,0,0,2,0,0,4,8,4,30,0,0,4,8,36,22,6,10,0,4,4,0
2,4,0,0,0,2,4,2,0,14,0,28,14,2,0,0,0,54,10,6,2,0,2,2,0,0,0,8,2,10,4,6,6,16,8,18,10,12,8,6,0,22,0,0,0,0,0,2,10,8,10,2,0,8,2,2,2,26,0,0,6,56,22,2,0,6,16,6,26,2,8,0,6,2,2
2,0,0,0,0,0,4,0,2,4,0,18,6,2,0,0,0,50,4,8,0,0,6,0,0,10,8,10,2,18,6,4,2,14,20,14,4,4,6,6,2,34,0,0,0,0,2,4,10,2,34,2,0,0,0,6,10,18,0,0,4,54,26,2,2,12,8,10,16,0,8,0,2,0,0
2,0,2,0,0,0,6,4,4,14,0,20,10,2,0,0,0,66,8,14,0,10,0,0,0,8,4,10,10,6,2,0,8,26,28,12,0,6,4,14,2,22,8,2,4,4,4,0,4,4,22,2,0,6,4,0,2,18,2,4,6,36,40,8,2,16,18,12,12,2,4,2,10,2,2
2,0,0,0,2,0,10,14,10,10,2,20,4,2,0,0,0,76,18,18,0,4,10,2,0,4,2,10,2,6,4,8,12,20,24,14,0,4,8,8,0,28,6,0,4,0,0,2,6,8,22,2,2,4,6,2,2,20,0,2,2,2,28,10,4,10,16,2,14,0,12,6,10,0,0
2,2,0,0,2,0,4,2,2,2,0,26,10,8,0,0,0,74,18,26,2,4,0,0,4,8,4,6,6,10,2,10,14,16,20,14,8,2,12,6,0,46,0,0,2,0,2,0,6,6,22,0,2,4,8,6,6,24,2,6,8,32,28,14,6,8,6,30,10,4,12,2,14,4,0
2,2,2,2,0,0,8,4,2,18,0,30,0,8,2,0,0,62,10,22,0,8,2,0,2,6,2,4,6,18,2,10,4,34,6,40,0,0,0,8,0,24,2,6,6,0,6,6,6,2,12,0,0,4,4,8,2,30,4,0,2,16,26,0,6,16,26,18,12,4,6,4,6,2,0
2,2,2,0,2,0,4,6,0,4,0,22,2,4,0,0,0,82,14,2,0,6,0,0,2,8,6,10,0,2,0,12,10,18,4,14,6,2,10,14,0,30,0,0,4,0,4,4,10,8,2,2,2,0,0,10,0,14,2,2,8,12,34,6,0,6,8,2,30,6,4,0,10,2,6
2,6,0,0,2,0,0,2,2,8,0,38,4,2,0,0,4,56,8,6,0,4,10,0,2,0,2,10,0,4,10,10,16,28,18,32,4,0,6,2,2,44,0,0,12,2,8,0,0,12,2,4,0,8,10,4,10,12,12,6,10,12,20,4,2,2,14,2,20,4,12,2,2,2,6
2,2,0,0,0,0,0,20,0,8,0,20,0,8,0,0,0,66,10,8,0,10,6,0,0,0,8,2,12,14,4,6,14,18,12,26,10,8,8,10,2,32,0,6,0,0,2,0,24,10,0,6,0,8,8,6,4,14,4,10,8,20,32,10,12,10,8,10,16,8,8,4,6,4,6
2,0,16,0,0,0,8,6,2,4,4,40,6,6,0,0,0,60,26,12,0,0,2,0,0,2,4,4,0,18,6,8,16,14,20,22,0,4,4,6,2,22,2,4,2,0,0,6,10,10,24,2,0,2,4,4,2,18,6,10,10,26,24,4,10,8,4,6,18,6,10,4,2,2,2
2,0,6,0,0,0,14,6,4,10,0,22,2,14,2,0,0,72,4,0,0,0,0,0,0,2,14,0,6,20,2,16,14,14,20,20,4,6,4,10,4,24,2,4,2,10,2,12,10,36,78,6,0,2,2,10,2,14,8,4,6,6,28,4,18,20,16,12,20,6,14,2,4,6,6
2,0,24,0,0,0,4,8,0,10,4,20,0,26,2,0,2,58,4,6,6,8,2,2,2,2,6,16,4,12,6,10,16,10,32,6,6,2,0,6,0,16,0,2,10,0,2,4,14,4,12,0,2,8,2,14,2,16,0,6,0,0,28,2,8,10,18,18,34,6,16,2,10,0,4
2,2,6,0,0,0,2,6,0,16,0,0,0,12,0,0,0,0,10,10,0,4,4,0,2,4,14,0,0,0,10,4,20,2,22,24,2,6,4,0,0,8,0,6,0,0,2,8,2,2,16,4,0,8,6,4,4,6,2,6,12,10,44,0,14,4,6,4,6,6,8,2,2,2,8
2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,16,0,4,2,10,0,0,12,10,0,0,0,2,4,18,4,20,28,2,12,4,0,0,32,0,2,0,0,0,2,2,8,8,0,2,4,4,2,2,2,8,6,4,10,60,0,16,2,12,14,22,8,14,14,2,2,0
2,0,2,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,4,2,2,10,4,0,0,8,6,0,0,0,2,12,22,6,16,6,0,8,2,0,4,4,0,6,0,0,2,0,6,2,26,2,0,0,6,6,8,0,8,2,8,22,32,0,8,12,22,16,22,8,10,6,6,4,4
2,0,0,0,0,0,0,0,0,18,0,0,2,2,0,0,0,0,18,4,6,4,0,0,2,0,0,0,0,0,8,4,26,6,14,16,4,2,4,0,0,12,0,6,6,0,6,2,4,8,36,0,0,8,4,0,2,8,6,12,8,16,32,0,8,6,6,14,34,16,14,4,4,4,2
2,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,18,2,0,4,6,0,4,0,0,0,0,0,4,4,18,20,14,4,2,0,0,0,2,26,0,6,0,2,6,6,8,12,14,0,0,6,22,0,2,0,2,18,6,12,14,0,0,10,20,12,38,6,20,0,0,6,2
2,0,4,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,28,18,0,2,4,2,4,2,2,0,0,0,4,0,10,6,16,6,4,0,4,0,0,10,0,6,2,0,4,6,6,14,56,2,4,4,10,6,0,0,4,16,8,20,20,0,0,8,18,6,10,10,20,2,4,2,2
2,0,4,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,12,16,2,8,4,0,2,2,10,0,0,0,6,4,18,18,12,26,6,0,10,0,0,8,0,0,4,2,2,0,4,6,6,4,2,10,10,4,0,0,4,12,2,14,38,0,0,2,12,16,22,6,8,8,4,6,2
2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,16,8,4,6,0,0,4,6,2,0,0,0,2,6,20,2,18,12,2,0,8,0,0,12,0,0,0,0,0,0,2,16,18,0,4,0,8,2,0,0,8,10,4,0,24,0,0,0,10,16,30,6,12,0,4,4,6
3,0,0,0,0,0,6,12,0,0,0,24,4,2,0,0,0,78,2,6,2,2,0,2,0,0,0,8,8,4,4,10,10,24,18,0,14,4,0,18,2,6,0,0,2,0,2,4,6,0,2,0,0,2,2,4,2,24,0,0,4,8,28,0,0,8,12,14,10,0,4,0,0,2,8
3,4,0,0,2,0,2,4,18,10,0,24,12,6,0,0,0,58,20,6,2,0,0,2,0,0,2,10,0,0,2,4,8,24,6,4,6,2,2,2,2,8,0,2,0,0,0,4,4,10,36,0,6,0,4,8,10,16,0,0,4,4,36,2,0,2,22,6,2,2,8,0,8,4,0
3,0,0,0,0,0,10,4,0,8,0,20,10,4,0,0,0,48,16,8,0,0,0,0,0,0,0,20,6,0,2,8,8,18,8,18,14,2,0,10,2,6,2,2,10,0,2,0,8,6,8,0,2,4,4,6,4,24,0,2,2,2,24,6,0,16,16,8,4,4,8,2,4,0,4
3,0,0,0,0,0,10,4,0,18,0,10,6,2,0,0,0,62,2,0,0,0,10,0,0,4,4,4,2,12,2,2,12,24,2,8,8,2,6,16,0,8,0,0,2,0,0,4,6,10,12,0,0,0,0,4,2,14,0,0,12,12,20,4,0,14,20,4,6,0,4,2,4,2,2
3,0,0,0,4,6,8,4,2,6,2,12,4,6,0,0,0,58,24,12,0,0,6,0,0,0,2,0,6,4,2,4,4,22,6,16,6,6,0,6,0,4,6,0,0,0,2,4,6,4,22,2,2,6,6,2,2,6,0,0,12,18,38,6,2,6,26,10,8,0,10,0,2,8,2
3,4,0,0,0,0,0,2,8,2,0,22,4,0,0,0,0,64,8,2,0,0,16,0,4,6,8,10,2,12,0,2,14,24,2,18,2,6,6,10,0,10,2,2,0,0,0,8,14,22,0,0,2,2,6,0,2,16,0,2,10,12,32,2,2,6,6,4,0,4,12,2,12,2,4
3,0,2,0,2,6,0,14,0,14,0,16,4,2,0,0,0,58,8,4,0,8,12,0,4,0,0,4,2,10,2,6,22,26,4,18,2,4,8,8,0,0,0,0,0,0,0,0,2,2,10,2,2,4,0,10,2,2,0,2,6,8,42,2,2,10,18,2,22,6,12,8,0,0,0
3,0,2,0,0,0,0,6,4,8,0,8,8,2,0,0,0,74,0,10,2,6,4,0,0,0,0,14,6,18,10,8,20,22,4,28,0,0,0,12,2,8,0,0,0,0,0,0,4,10,10,0,8,0,0,0,6,10,0,0,6,8,28,2,8,10,2,12,14,4,12,4,8,4,0
3,0,4,0,2,0,6,8,0,8,2,16,10,6,0,0,0,64,10,12,4,8,0,4,0,2,0,12,0,18,0,8,8,24,4,32,6,0,8,8,4,2,0,0,0,0,2,2,4,4,26,4,0,4,2,2,4,2,0,2,4,4,22,4,4,14,18,4,0,2,8,2,6,2,0
3,0,2,0,2,0,16,14,6,6,0,24,0,8,0,0,0,72,8,8,2,2,8,0,0,0,0,4,2,6,8,14,36,22,16,14,4,4,4,6,4,2,0,0,2,0,4,0,0,4,24,4,0,0,10,6,6,10,0,2,0,10,38,6,0,2,2,4,20,16,12,10,4,0,0
3,0,2,0,0,0,2,12,10,16,0,28,2,2,0,0,0,62,8,8,2,2,4,2,0,6,8,6,4,18,4,6,24,32,4,2,4,0,8,12,4,0,2,6,10,2,16,0,6,4,20,8,0,2,4,12,2,10,0,0,6,4,16,4,4,6,10,24,14,6,12,12,4,4,8
3,0,4,0,0,0,0,6,0,2,0,26,4,4,0,0,6,80,8,12,0,2,4,2,2,10,2,8,6,0,4,10,22,14,12,28,6,2,0,10,4,2,0,0,0,0,2,0,0,4,24,0,0,0,0,4,6,16,0,0,2,4,28,2,4,6,10,16,6,6,8,8,4,0,2
3,0,2,0,0,0,6,26,38,6,0,0,0,10,0,0,0,0,4,20,2,8,8,2,0,2,10,0,0,0,2,8,30,20,4,16,4,4,2,0,4,4,0,6,12,2,14,0,0,4,4,4,0,4,2,4,6,12,2,2,2,4,32,0,14,8,18,0,26,14,8,2,2,8,6
3,0,0,0,0,0,4,26,6,28,0,0,0,2,0,0,0,0,10,6,0,6,18,0,2,12,4,0,0,0,2,6,14,16,4,34,4,4,4,0,0,0,0,0,0,0,0,2,4,2,14,2,0,2,4,2,2,6,0,2,2,2,34,0,10,2,8,12,4,6,6,0,6,8,0
3,0,2,0,0,0,0,0,0,26,0,0,0,20,0,0,0,0,20,10,2,2,8,0,4,4,2,0,0,0,6,10,38,8,10,18,0,4,0,0,0,0,0,2,0,0,4,8,8,18,20,6,0,4,2,0,0,10,2,0,4,2,38,0,6,12,6,6,2,8,8,2,6,2,20
3,0,12,0,0,0,0,0,0,32,0,0,0,16,6,0,0,0,8,12,2,4,4,0,2,0,0,0,0,0,6,0,20,16,8,16,2,2,4,0,2,0,0,2,4,0,2,2,4,20,26,4,0,0,2,0,0,0,2,2,2,4,22,0,20,6,12,14,12,8,8,4,6,2,4
3,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,16,2,2,0,4,4,0,0,0,0,2,8,16,12,12,20,10,2,0,0,2,2,0,2,4,0,0,2,6,6,16,0,4,2,6,0,2,0,2,2,4,4,36,0,10,14,0,6,18,6,6,8,4,6,0
3,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,2,6,4,0,2,4,10,0,0,0,0,2,4,6,12,10,8,0,4,0,0,0,0,0,2,2,0,2,0,16,26,10,0,0,2,2,0,0,0,0,2,8,10,38,0,0,2,20,10,14,6,14,0,8,2,0
3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,2,6,0,2,8,2,2,0,0,0,2,4,30,16,0,8,0,2,4,0,0,8,0,2,0,0,2,4,6,6,44,4,0,8,4,4,6,0,0,2,8,10,22,0,0,4,8,8,4,12,8,4,2,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,2,0,0,8,6,2,0,0,0,8,10,10,0,0,8,0,0,8,0,0,0,0,0,2,0,0,2,2,12,0,0,0,2,2,0,4,0,0,0,4,0,38,0,0,2,22,6,10,10,10,0,4,6,2
4,2,0,0,0,0,0,0,0,22,0,26,14,6,0,0,0,58,2,16,2,0,2,2,0,0,0,10,6,0,2,0,2,8,6,6,10,0,8,14,6,6,2,0,0,2,4,6,20,16,26,0,4,0,2,2,6,10,0,0,0,4,14,0,0,6,6,2,0,2,8,0,2,4,0
4,6,2,0,0,0,0,2,2,12,0,8,8,8,0,0,0,58,8,4,0,0,2,2,4,0,0,4,4,0,6,8,12,8,2,6,4,4,2,6,2,2,0,4,2,2,4,4,4,10,4,2,0,2,0,6,0,18,0,2,4,0,10,6,4,6,4,16,10,0,6,0,0,0,2
4,0,0,0,2,0,10,16,8,0,0,12,6,4,0,0,0,60,2,2,2,4,6,0,0,0,2,14,14,6,0,4,2,22,8,8,6,4,0,10,0,0,2,0,0,0,0,8,4,4,0,0,2,4,2,4,2,16,0,0,4,8,8,0,2,6,20,6,12,0,6,4,14,0,2
4,2,0,0,0,4,4,12,4,0,4,10,14,4,2,0,0,66,2,4,0,2,10,0,2,4,4,4,4,0,4,4,0,6,2,10,2,0,0,12,0,0,0,0,0,2,2,2,10,10,30,2,0,0,2,4,6,20,0,0,0,12,12,2,2,4,20,10,0,4,12,0,8,6,0
4,0,0,0,0,0,10,48,2,6,0,6,0,4,0,0,0,54,6,2,0,10,4,4,4,2,0,2,8,0,6,10,8,12,8,8,4,0,4,16,0,6,4,0,2,0,0,0,0,6,20,0,0,2,2,2,2,20,0,0,2,12,14,10,8,12,12,8,2,6,10,2,4,2,0
4,4,4,0,0,0,2,14,4,14,0,14,6,2,2,0,0,48,4,16,0,6,2,4,6,8,4,0,0,0,2,2,0,2,12,8,0,2,10,12,2,6,2,0,0,0,0,4,14,14,20,0,0,2,0,12,6,6,0,0,4,14,10,2,2,14,16,6,4,2,6,0,4,4,0
4,0,0,0,4,0,0,32,0,8,0,32,6,16,0,0,0,52,0,2,8,12,4,2,8,0,0,2,0,0,4,2,10,14,6,20,6,4,0,14,0,2,0,6,8,2,2,0,4,2,22,2,0,8,2,0,0,16,2,2,2,4,10,2,4,16,28,2,0,6,14,8,0,4,0
4,0,4,0,0,0,0,4,8,16,4,6,10,8,0,0,0,56,6,2,6,6,2,2,0,0,2,6,8,0,4,12,10,16,2,2,2,4,4,16,0,2,0,0,2,0,2,6,4,2,14,10,2,0,2,4,2,8,0,0,6,6,18,6,8,6,16,2,0,10,4,2,12,6,0
4,6,0,0,0,0,0,14,2,30,6,8,10,2,2,0,0,70,6,12,0,2,14,0,2,0,0,10,4,4,0,4,4,10,12,10,2,2,0,6,0,0,0,2,0,0,2,6,2,0,6,2,0,2,0,8,2,6,2,0,4,0,14,2,0,20,6,10,26,6,10,0,2,2,0
4,0,8,0,0,0,2,14,6,12,0,26,8,2,0,0,0,60,14,10,0,4,0,0,6,0,0,12,8,6,4,8,12,16,4,2,2,0,0,8,2,4,0,0,0,0,0,0,2,2,30,0,2,6,18,8,10,20,0,0,4,2,10,6,4,4,18,8,20,6,14,2,0,6,0
4,0,0,0,0,0,6,18,2,14,0,16,0,4,0,0,4,70,12,32,0,6,0,2,6,0,0,12,8,6,4,6,28,8,6,12,0,0,10,16,2,2,2,0,0,0,0,2,0,4,22,0,0,8,8,2,2,6,0,2,0,2,8,0,6,10,10,6,8,10,10,2,0,4,0
4,0,12,0,2,0,18,12,10,2,0,16,6,12,0,0,0,68,14,0,0,0,2,0,2,2,8,4,32,10,0,6,0,0,2,10,2,0,0,4,8,0,0,0,0,0,0,0,2,6,0,6,0,0,0,0,0,8,0,0,0,0,6,4,10,0,0,4,22,6,12,6,8,6,0
4,0,6,0,0,0,2,58,0,4,0,0,0,14,0,0,0,0,8,18,0,0,2,0,4,12,10,0,0,0,4,2,12,4,0,6,4,0,0,0,4,4,0,0,2,0,2,0,2,6,4,0,0,2,10,0,0,2,0,0,0,0,4,0,12,2,6,6,6,12,6,2,6,6,14
4,0,2,0,0,0,0,0,0,30,0,0,2,2,0,0,0,0,8,4,0,2,8,2,10,6,12,0,0,0,2,0,26,6,14,16,0,10,2,0,0,0,0,0,0,2,0,0,4,2,16,6,0,4,0,4,2,8,0,0,6,6,14,0,6,2,4,8,0,4,10,4,4,4,6
4,2,0,0,0,0,0,0,0,6,0,0,2,2,4,0,0,0,8,4,0,2,0,0,6,0,0,0,0,0,0,4,4,6,2,16,4,2,2,0,2,0,0,0,0,0,0,4,6,4,58,0,0,6,6,0,2,16,0,2,0,4,8,0,10,2,2,6,4,12,14,0,6,8,4
4,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,4,0,2,12,0,0,2,0,0,0,0,12,34,30,14,0,2,12,6,0,0,4,4,0,0,0,0,6,0,0,6,12,4,0,12,6,2,4,6,0,8,0,2,14,0,6,6,14,2,20,10,10,0,6,6,10
4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,0,8,14,0,0,2,0,0,0,0,2,10,26,2,0,8,6,0,0,0,0,0,0,0,0,0,0,6,6,32,8,2,2,2,0,2,6,0,0,0,0,20,16,0,0,4,12,8,34,14,12,4,2,4,6
4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,24,0,8,2,2,2,0,0,0,0,0,2,4,14,4,2,2,0,0,2,0,0,2,0,8,4,0,4,0,2,8,10,2,10,6,2,8,8,0,0,0,2,2,26,0,0,4,8,8,4,14,6,0,4,4,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,4,0,12,10,2,2,0,4,0,0,0,0,14,14,16,6,10,2,0,0,0,0,4,0,0,0,0,2,0,2,0,46,0,0,2,4,0,0,0,2,4,4,6,12,0,0,0,2,4,8,16,6,0,0,4,0
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,12,0,0,4,2,4,0,0,0,2,12,6,2,2,8,4,0,0,0,0,4,0,0,0,0,0,0,2,2,2,4,4,8,0,4,2,0,0,0,0,0,12,0,0,6,4,4,12,8,10,0,2,2,0
5,0,0,0,0,0,2,8,0,6,0,2,6,2,0,0,0,70,10,26,0,0,4,0,6,0,2,18,14,0,0,0,2,0,6,0,2,6,0,2,0,6,26,0,0,0,8,10,12,4,6,0,0,0,4,0,2,12,0,0,2,12,8,2,4,8,10,4,0,4,10,2,2,6,2
5,0,4,0,0,0,2,22,2,2,0,20,0,2,0,0,0,56,12,4,0,4,6,0,0,0,0,10,14,2,0,0,2,6,6,6,0,2,2,4,2,10,0,0,0,0,0,2,4,8,20,6,0,18,0,0,0,10,0,0,0,2,12,0,2,2,10,10,2,2,6,4,2,6,2
5,0,0,0,0,0,6,8,0,0,0,6,0,2,0,0,0,66,2,0,0,6,12,0,2,6,4,20,12,0,2,0,0,2,2,6,2,0,10,0,0,4,0,0,6,0,0,2,0,8,32,0,0,0,4,4,4,8,0,0,2,6,22,4,2,4,6,6,0,4,12,6,2,0,0
5,0,0,0,2,0,4,0,8,16,0,38,4,0,0,0,4,72,4,0,6,10,2,0,0,0,2,10,4,0,2,10,10,4,20,0,6,0,2,6,0,4,0,0,2,0,2,4,6,2,16,2,0,6,0,2,0,16,0,0,6,10,16,0,8,2,4,14,6,2,6,2,2,0,0
5,0,2,0,4,2,4,16,4,0,0,20,8,0,0,0,4,66,4,4,0,6,10,0,0,0,0,6,10,4,0,2,6,8,10,2,2,0,0,2,0,4,0,0,0,2,2,4,4,14,0,0,2,0,2,0,4,8,2,0,2,12,22,0,2,10,4,2,2,4,6,4,8,6,0
5,0,0,0,0,0,2,20,6,4,0,10,4,8,0,0,0,64,10,2,6,10,10,0,0,2,4,10,4,6,0,2,2,4,6,14,4,2,4,4,0,0,2,4,0,0,2,2,4,6,32,0,0,2,0,8,0,14,0,2,2,6,14,4,10,6,6,2,8,4,14,6,2,2,8
5,0,2,0,0,0,0,10,14,18,0,22,10,4,0,0,0,62,2,2,8,8,6,0,2,0,0,12,8,10,10,0,4,10,16,8,2,0,4,0,2,2,0,0,0,0,2,0,4,12,8,8,2,0,6,10,2,12,2,6,4,10,20,4,4,4,10,0,2,6,6,2,4,4,12
5,0,20,0,0,0,2,22,2,24,0,4,6,20,0,0,0,70,12,2,0,8,4,0,0,2,2,14,2,2,0,0,2,2,0,4,4,0,4,8,2,2,2,4,2,0,4,2,10,10,10,6,0,8,4,2,4,10,0,0,2,8,4,2,0,0,10,10,10,6,12,2,8,12,0
5,0,2,0,4,0,6,12,0,12,2,22,0,6,0,0,0,62,10,10,0,0,10,2,10,2,0,8,8,4,0,4,8,16,8,10,0,2,4,8,2,2,0,0,0,0,0,2,6,8,4,8,0,0,8,0,2,6,4,0,8,14,10,4,2,4,24,12,14,4,4,0,10,6,0
5,0,0,0,0,0,6,18,0,20,0,18,4,4,0,0,0,54,12,12,0,8,2,4,8,2,0,8,4,4,0,6,0,10,0,6,4,4,2,4,0,4,0,0,0,0,0,0,2,6,2,4,0,2,8,6,2,16,0,0,2,4,20,0,0,8,22,6,0,6,10,14,2,4,2
5,0,2,2,2,0,2,18,4,10,0,24,4,4,0,0,0,58,4,4,2,4,8,0,2,2,4,6,6,2,0,2,0,4,18,10,6,0,0,18,4,0,0,0,0,0,0,4,0,4,0,2,2,0,14,0,2,20,0,6,4,8,8,2,8,4,14,8,6,12,10,2,0,4,42
5,0,0,0,4,0,6,10,2,8,0,6,2,14,0,0,0,52,4,2,2,0,0,0,2,0,0,8,2,0,0,4,0,2,2,2,0,6,2,0,2,2,0,2,2,0,2,2,0,2,8,6,0,0,0,2,0,4,6,4,4,4,14,0,2,4,24,8,2,10,12,12,0,6,2
5,2,4,0,0,0,0,0,0,12,0,0,4,6,0,0,0,0,2,6,18,2,0,4,16,8,0,0,0,0,4,0,6,0,14,14,0,2,4,0,0,4,0,0,6,0,6,10,2,8,0,0,0,2,4,4,2,12,2,20,0,2,14,0,10,0,6,14,16,16,8,2,4,2,2
