1,0,0,2,0,2,4,8,2,2,0,0,4,2,0,14,10,2,22,4,4,0
1,0,0,2,8,2,6,0,0,0,0,2,6,8,8,10,10,0,24,8,8,0
1,0,0,2,0,6,0,8,4,2,0,0,4,4,12,8,8,0,14,10,2,0
1,0,0,4,0,0,4,2,0,0,0,6,4,6,6,8,14,2,16,14,8,4
1,6,0,0,10,10,8,2,0,8,2,0,8,6,16,10,14,4,8,8,18,0
1,10,0,6,8,0,0,0,0,0,0,2,10,2,10,14,14,2,12,8,20,0
1,14,0,2,0,2,0,0,0,0,2,0,4,2,6,14,18,4,16,24,10,0
1,14,2,2,6,2,0,2,2,2,0,0,12,2,12,28,16,2,12,28,26,0
1,8,0,0,8,6,4,12,0,2,0,0,6,0,4,30,16,2,12,10,8,0
1,12,0,2,8,6,2,0,2,0,0,10,14,0,4,20,14,0,24,8,16,0
1,12,0,12,2,2,2,10,0,0,0,4,8,0,10,26,12,0,16,12,10,0
1,16,0,6,0,0,2,6,2,0,0,2,0,0,6,22,10,2,6,18,26,2
1,10,4,4,0,2,6,2,0,0,0,6,0,0,0,0,4,0,0,6,0,0
1,8,0,14,32,4,0,14,0,0,0,2,0,0,0,0,26,0,0,0,0,0
1,14,0,2,0,6,4,6,0,0,0,2,0,0,0,0,10,4,0,2,0,0
1,12,0,6,0,6,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1,4,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,4,8,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,4,0,0,8,0,4,0,0,2,2,0,8,4,16,0,6,4,2,0
2,0,0,12,0,0,4,6,0,2,0,2,0,6,10,12,2,0,4,18,2,0
2,0,0,10,6,10,0,2,4,2,4,0,4,0,10,18,12,2,20,8,0,2
2,6,0,4,30,6,0,4,2,0,0,2,4,2,16,6,2,0,6,6,0,0
2,10,0,4,0,4,0,2,4,0,0,2,0,6,8,6,10,4,8,14,4,0
2,14,0,6,0,2,0,0,0,2,0,4,8,12,0,8,4,0,10,22,6,2
2,14,0,14,24,2,0,0,0,0,0,10,4,0,12,22,4,2,8,6,10,2
2,2,0,10,0,0,0,0,0,6,2,0,8,6,18,22,10,0,10,14,6,2
2,10,10,6,8,2,0,8,0,2,0,8,0,0,6,22,0,0,10,10,20,0
2,8,0,8,2,2,2,0,0,4,0,0,22,0,0,40,8,2,8,12,8,0
2,16,2,0,10,2,4,10,0,0,0,4,6,0,16,14,10,0,18,8,6,0
2,0,0,14,4,2,0,10,0,0,0,16,10,0,6,10,14,2,14,6,10,2
2,14,0,4,2,6,0,8,0,0,0,4,0,0,0,0,8,0,0,2,0,0
2,14,0,6,0,0,0,14,0,0,0,0,0,0,0,0,12,4,0,2,0,0
2,8,0,6,6,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2,16,0,6,10,6,4,20,0,0,0,2,0,0,0,0,6,0,0,0,0,0
2,2,4,8,8,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,0,2,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4,6,20,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,2,4,0,12,4,4,2,2,2,4,0,8,10,0,10,0,0,0
3,0,0,0,0,4,0,2,8,0,0,2,4,2,16,10,4,4,24,4,0,0
3,6,0,0,4,4,0,2,4,2,2,4,2,4,4,4,4,4,14,4,6,0
3,4,0,6,0,10,0,12,4,0,6,10,8,8,6,12,12,2,6,4,2,0
3,20,0,0,2,0,0,4,4,0,0,2,18,16,18,16,8,4,4,2,8,0
3,10,0,2,0,0,0,6,8,0,0,4,8,8,8,8,4,6,12,8,6,0
3,18,6,2,16,2,0,4,8,0,4,8,8,14,12,14,14,4,12,14,2,0
3,8,0,0,4,2,0,16,0,2,0,4,10,4,16,10,20,2,4,12,8,0
3,4,8,6,0,6,0,4,0,4,0,2,8,0,4,14,18,4,8,12,4,0
3,38,2,6,14,12,0,4,0,0,0,2,0,0,4,14,2,4,8,6,2,0
3,10,10,2,0,6,2,16,2,0,2,2,0,0,2,14,4,2,14,2,8,2
3,16,4,2,4,8,0,2,4,0,2,0,0,0,2,12,10,4,12,4,4,0
3,12,0,0,2,4,4,8,0,0,0,4,0,0,0,0,22,0,0,2,0,0
3,20,2,8,36,0,0,12,0,0,0,0,0,0,0,0,18,2,0,2,0,0
3,6,4,10,2,4,0,14,0,0,0,4,0,0,0,0,16,4,0,4,0,0
3,28,8,4,0,2,6,8,0,0,0,6,0,0,0,0,14,2,0,2,0,0
3,14,8,4,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,4,4,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,6,6,34,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,12,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,10,4,2,10,2,2,0,0,8,6,10,12,12,2,12,6,0,4
4,0,0,0,2,0,2,6,2,4,0,0,2,2,6,16,4,0,6,4,0,0
4,0,0,4,22,0,0,6,8,0,0,0,0,4,8,14,0,2,6,8,0,2
4,10,0,0,12,2,0,8,12,4,0,0,6,2,16,22,10,0,4,2,8,0
4,2,0,0,0,0,0,12,8,0,0,0,4,8,12,24,6,4,2,8,0,0
4,6,0,6,22,0,0,10,2,0,0,2,2,4,16,36,6,0,12,4,0,2
4,10,0,6,0,0,2,10,6,2,0,4,8,10,6,20,16,4,14,6,4,0
4,18,0,2,4,0,0,16,4,2,0,8,6,4,12,18,12,2,16,12,10,0
4,4,2,0,4,0,2,14,2,0,0,6,12,0,10,24,4,0,2,10,6,0
4,4,4,2,10,6,2,4,6,2,0,4,8,0,20,36,16,2,14,10,10,0
4,0,10,2,4,10,0,4,6,0,2,2,20,0,12,20,8,2,8,12,8,0
4,2,4,2,6,10,0,12,2,2,0,0,0,0,8,26,0,2,18,10,6,0
4,12,0,2,44,0,0,10,0,0,0,4,0,0,0,0,14,2,0,2,0,0
4,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,4,0,0
4,8,10,8,6,0,10,28,0,0,0,2,0,0,0,0,20,6,0,4,0,0
4,6,4,2,14,0,0,12,0,0,0,6,0,0,0,0,24,6,0,2,0,0
4,6,0,6,4,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,2,8,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,8,22,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
