1,2,4,0,0,0,0,14,0,0,0,2,4,2,6,8,0,10,0,0,12,2,4,16,0,0,20,42,0,2,0,4,38,0,2,2,12,2,12,0,4,8,0,2,16,12,10,2,14,14,14,2,0,0,4,4,10,2,88,4,8
1,0,4,0,8,8,0,18,0,10,0,4,2,2,8,2,0,4,0,0,24,2,2,0,0,0,16,38,2,10,2,0,14,4,2,10,10,8,10,4,14,0,2,2,8,18,0,0,6,8,4,0,2,0,4,2,4,4,94,2,10
1,2,12,0,2,4,2,12,0,4,0,4,6,0,2,4,0,4,0,0,30,0,2,22,0,0,4,4,12,2,0,2,8,0,6,14,6,12,10,10,0,2,8,0,8,6,2,0,14,2,6,4,0,0,12,10,0,0,92,12,8
1,0,6,0,4,6,6,12,2,2,0,2,10,8,4,0,0,2,2,0,22,0,2,8,0,0,4,16,2,0,0,0,0,0,0,6,4,2,2,10,14,6,0,4,4,18,0,6,10,6,6,2,0,0,6,2,0,0,108,6,0
1,4,4,0,0,4,4,14,0,8,0,4,2,4,0,6,0,8,2,0,36,2,2,0,0,0,6,8,14,4,0,0,2,0,8,2,2,2,6,18,2,10,0,14,8,22,2,4,20,16,8,4,0,2,6,4,0,0,112,12,0
1,0,0,0,2,6,2,8,0,2,0,16,2,2,2,12,2,0,0,0,20,2,4,2,2,0,10,8,30,2,0,6,2,0,2,8,2,8,2,4,14,2,0,0,6,22,8,0,12,14,18,4,0,0,6,8,0,0,72,6,0
1,2,6,0,0,10,2,4,0,14,0,20,6,0,2,6,0,2,0,0,28,2,0,6,0,0,34,14,26,0,0,0,2,0,0,4,2,6,20,14,2,0,0,0,0,10,4,4,14,12,4,0,0,0,2,6,4,6,98,4,0
1,2,8,2,2,8,6,4,0,0,0,22,8,2,2,20,0,4,0,0,50,0,0,4,0,2,18,4,18,8,0,0,0,0,2,8,6,8,8,12,10,8,0,0,8,12,4,6,10,8,8,2,0,0,6,6,0,0,22,8,0
1,0,22,2,0,4,2,2,2,10,2,22,2,2,2,2,0,2,0,0,40,2,2,4,0,0,36,14,14,0,2,0,2,0,0,2,10,6,2,2,10,8,4,0,4,12,2,0,10,4,16,0,2,0,4,4,0,0,104,10,0
1,4,14,0,0,20,0,6,0,2,2,20,2,4,2,0,0,0,0,0,14,2,0,8,0,0,22,6,18,2,0,0,0,0,2,2,0,2,4,6,12,2,0,0,4,20,0,4,2,10,8,6,4,0,2,4,0,2,84,14,0
1,2,6,0,10,10,0,4,0,22,2,32,4,8,0,4,2,2,0,4,22,2,6,2,0,0,12,2,6,2,6,2,8,0,0,0,2,2,10,4,4,0,0,0,4,10,0,2,6,20,10,2,2,4,0,4,10,4,86,6,0
1,4,14,0,8,8,0,8,2,14,2,16,0,0,10,2,0,2,0,0,40,0,0,0,4,0,28,4,58,8,22,4,6,0,8,2,2,6,4,0,6,0,8,0,6,20,0,0,14,18,4,0,0,4,2,2,8,2,100,10,0
1,0,8,2,2,2,0,4,0,0,0,22,6,2,0,0,0,0,0,2,8,0,0,0,4,0,0,0,30,4,12,0,10,8,4,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,0,6,4,8,0,8,2,16,2,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,26,2,0,4,8,0,2,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,4,4,0,0,2,0,0,4,8,0,0,0,0,0,0,0,2,12,0,0,0,2,0,0,0,30,4,0,0,6,0,6,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,0,0,2,0,0,6,0,10,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,4,8,2,0,4,0,4,2,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,10,0,6,6,0,6,0,8,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,12,2,0,4,0,6,12,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,10,0,0,4,0,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,4,0,0,0,0,8,2,0,2,0,4,0,2,26,0,4,0,0,0,10,30,16,0,0,0,0,0,0,0,4,6,12,8,0,30,4,10,8,8,0,0,14,6,4,2,0,0,8,0,2,8,78,4,6
2,2,2,0,0,0,0,18,6,4,0,4,4,2,4,2,0,6,0,2,14,0,0,8,0,2,14,24,14,4,0,0,2,0,0,2,2,10,0,4,2,10,2,4,14,4,2,6,8,20,4,8,0,0,8,4,2,6,78,10,8
2,0,10,0,2,0,0,14,8,0,0,0,4,2,12,4,0,8,2,6,10,0,6,2,0,0,20,22,18,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0,2,10,4,0,10,14,10,4,0,2,0,4,0,0,92,2,12
2,4,10,0,2,0,0,10,0,0,0,0,0,0,4,16,4,6,0,0,44,0,0,12,0,2,18,32,18,0,0,0,0,0,2,2,4,4,10,2,8,0,10,4,4,14,2,2,10,8,6,10,4,0,4,2,6,14,86,12,4
2,2,22,0,0,0,2,14,4,0,2,2,2,0,2,6,0,6,0,8,26,2,4,0,4,2,20,12,40,4,0,2,0,0,2,6,2,0,4,4,6,8,0,6,2,16,0,0,6,8,0,12,4,2,6,4,10,22,80,4,0
