1,0,8,8,0,2,2,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,8,0,4,0,0,0,0,0,4,0,0,0,0,0,2,6,8,0,0,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,10,2,2,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,4,10,2,4,0,0,0,0,6,22,0,6,6,2,0,2,2,0,4,2,0,2,0,2,0,0,0,0,0,0,4,2,2,4,2,4,0,0,2,0,0,0,4,0,4,0,14,0,2,0,0,0,2,0,0,2,0,0,4,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,2,4,0,0,2,0,0,0,0,0,4,4,2,0,6,2,0,0,0,0,10
1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,4,0,0,0,0,0,2,4,0,0,2,0,0,4,4,0,0,0,0,0,0,0,2,2,0,2,0,4,0,2,0,0,0,2,0,0,2,0,0,0,12,6,0,0,8,12,0,2,0,6,0,0,0,6,2,2,0,0,0,0,0,2,0,4,2,0,0,0,2,0,4,2,2,0,4,6,0,0,8,0,0,0,2,0,4,0,6,0,4,0,8,0,0,0,4,0,10,0,10,0,0,0,0,0,0,20,0,4,0,6,0,0,0,6,0,2,0,6,16,0,0,6,4,0,8,4,0,0,0,0,0,2,0,0,2,0,14,4,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,8
1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,2,0,0,0,2,0,0,0,0,0,4,0,4,8,6,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0,8,0,0,0,0,20,0,16,0,2,0,0,0,2,2,0,0,2,0,0,0,2,0,0,2,0,0,0,6,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,4,12,4,0,0,0,0,0,0,0,0,0,4,10,14,0,0,0,0,2,0,16,0,2,0,6,0,8,0,4,0,2,0,2,16,6,0,6,0,0,4,14,4,12,0,0,0,2,0,0,0,0,4,2,2,2,0,0,0,0,0,0,2,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,0,4,4,0,10,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,6,0,0,0,2,0,2,0,0,0,2,0,0,2,12,0,0,2,14,0,0,0,0,8,0,2,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,4,2,2,6,0,2,0,2,0,2,4,4,2,6,12,4,0,2,0,0,0,2,0,14,6,2,0,2,0,4,0,0,2,0,0,6,4,4,0,0,0,0,0,0,6,0,12,0,22,0,0,0,2,0,2,0,0,6,0,0,4,0,0,0,34,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,4,0,0,0,4,0,2,18,0,12,0,0,0,0,0,0,0,2,2,0,10,0,0,0
1,0,2,2,0,2,4,2,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,2,0,2,2,0,0,2,0,0,4,4,0,0,0,0,0,6,2,0,0,0,10,2,2,2,0,6,2,0,2,0,0,2,0,0,0,0,0,0,0,0,6,0,4,0,4,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,2,8,0,2,6,2,12,8,0,0,14,2,0,0,4,2,16,6,6,0,0,0,2,0,0,0,0,0,2,0,8,0,0,0,0,0,0,14,0,4,0,12,0,2,0,0,0,0,0,0,4,0,0,4,2,0,12,30,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,6,2,14,0,0,0,0,0,0,2,0,6,6,0,0,0,0,0,12
1,0,0,0,0,0,4,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,2,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,2,4,8,0,0,0,24,2,0,0,0,0,0,4,0,0,0,0,8,0,2,2,0,0,2,0,0,0,4,0,0,0,0,16,0,4,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,2,4,22,4,12,10,0,0,14,0,0,0,20,2,14,10,6,0,2,0,0,0,0,2,2,0,2,8,18,2,0,0,10,0,0,8,0,6,0,14,0,2,0,0,0,2,0,0,10,2,0,8,2,0,12,12,0,4,2,0,0,0,2,0,2,0,8,0,0,0,0,0,0,4,0,0,2,0,8,0,0,0,0,0,0,6,14,0,2,6,0,0,0,0,8
1,0,4,4,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,2,2,0,4,2,0,0,0,4,6,2,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,2,0,0,2,0,0,4,0,0,4,2,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,10,2,10,14,2,0,4,0,0,0,0,0,4,2,0,2,2,0,2,0,0,6,14,2,2,10,8,0,2,0,0,0,0,34,2,0,0,20,0,2,0,0,0,4,0,0,4,0,0,6,0,0,20,6,0,0,0,0,0,0,2,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,4
1,0,10,10,4,4,0,2,0,10,0,2,4,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,10,2,4,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,10,2,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,4,8,4,0,24,0,6,8,2,0,0,0,0,0,0,0,0,2,4,0,2,0,2,0,0,0,0,2,8,2,0,2,4,0,2,0,0,10,0,2,0,8,0,2,0,0,0,4,0,0,8,0,0,2,0,8,4,20,10,6,0,0,0,4,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,2
1,0,6,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,6,0,0,6,0,0,4,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,12,4,4,6,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,2,0,0,0,8,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,8,12,0,2,0,16,4,0,0,12,2,24,6,2,0,4,0,0,0,0,6,8,0,24,10,0,0,10,0,0,0,0,10,0,8,0,20,0,2,0,0,4,0,0,0,10,0,0,4,0,0,4,22,2,6,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,4,0,0,0,2
1,0,8,8,0,0,2,12,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,10,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,4,4,4,4,0,0,0,2,0,4,0,0,0,0,0,6,2,0,0,0,0,2,4,0,0,10,0,2,0,0,2,10,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,12,0,16,0,2,0,2,6,0,0,2,0,16,6,6,0,2,0,0,0,0,4,0,2,14,8,0,0,0,0,2,0,0,34,0,2,0,18,0,0,0,0,0,0,0,0,16,2,0,2,0,0,6,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
