1,0,0,0,0,0,0,22,0,22,6,12,4,16,0,0,0,60,0,12,0,8,2,2,0,0,0,4,8,0,4,2,4,0,0,20,24,0,0,6,2,0,0,0,0,0,0,4,6,4,2,0,4,6,0,0,2,2,4,0,8,8,4,2,12,0,4,4,0,0,8,0,4,0,2,0,0,0,0,0,4,2,0,2,0,2,14,0,2,8,0,6,2,0,16,0,4,28,0,0,22,32,4,0,0,2,20,0,8,2,8,6,4,2,2,0,0,8,12,8,4,0,8,14,6,2,0,0,4,6,6,4,96,12,6
1,0,0,0,2,2,0,2,0,18,0,8,12,10,4,0,0,66,2,38,0,4,2,2,0,2,0,0,2,0,0,2,2,0,4,4,16,2,0,10,0,4,0,0,2,4,0,0,2,4,0,0,0,0,0,10,0,10,2,2,2,6,12,4,0,0,2,16,0,2,10,0,2,6,4,0,2,0,4,0,2,6,0,8,0,2,14,0,2,4,2,0,0,0,14,4,2,2,0,0,18,14,4,8,0,4,10,2,8,10,4,8,2,4,4,10,0,12,18,24,4,6,8,20,6,0,2,0,8,4,2,4,110,2,14
1,0,0,0,0,0,0,0,0,12,0,28,14,16,0,0,0,58,8,16,0,0,0,0,4,0,0,6,4,2,0,0,0,0,0,18,12,2,0,4,6,4,0,4,0,2,4,10,8,2,16,0,0,6,0,6,8,10,0,0,2,12,16,0,2,0,4,6,4,10,6,0,2,4,12,4,6,0,0,0,0,4,0,4,0,4,10,2,4,2,2,8,0,0,18,2,6,18,0,0,8,22,0,16,4,2,6,0,6,4,6,10,0,2,6,2,0,2,4,18,0,0,2,2,2,4,2,4,10,10,12,6,126,2,10
1,0,0,0,0,0,0,38,4,12,0,36,6,12,8,0,0,48,2,10,0,0,22,4,4,2,2,12,14,2,2,2,2,6,0,6,2,2,8,8,2,4,0,0,0,0,0,12,16,16,2,0,0,8,4,8,6,32,2,6,10,10,6,6,6,0,10,0,0,6,4,0,2,0,38,0,4,0,0,0,0,8,2,0,0,4,6,2,4,2,0,0,0,0,6,2,2,0,0,0,14,2,0,4,0,0,4,0,8,6,8,2,4,4,18,0,0,0,2,22,0,2,12,14,0,2,0,0,2,10,4,2,122,4,0
1,0,0,0,0,2,8,2,2,10,0,26,12,24,6,0,0,56,2,4,0,20,6,2,0,2,2,12,6,6,2,2,0,0,4,4,6,2,0,28,0,4,0,0,0,0,0,2,8,8,0,2,2,6,6,4,4,2,0,4,0,18,4,0,6,6,6,4,28,6,10,4,0,2,2,0,8,0,2,0,0,6,0,0,2,4,6,4,10,2,2,2,0,0,14,0,4,8,2,0,20,6,2,8,0,0,2,0,2,0,4,8,6,0,2,14,2,12,6,6,4,0,8,20,8,8,2,4,8,6,0,0,114,0,0
1,0,0,0,2,0,0,36,4,12,0,28,10,14,2,0,0,58,0,12,0,8,6,0,4,2,2,4,4,14,0,6,4,2,10,2,2,4,0,10,2,0,0,2,4,2,2,4,0,2,38,0,0,0,0,4,0,12,4,6,8,14,18,6,8,6,8,6,0,10,4,4,12,4,4,0,0,0,6,2,0,6,4,0,0,8,6,0,2,0,0,4,0,0,18,2,2,6,0,0,8,16,16,4,0,2,10,0,2,4,2,6,6,6,0,6,4,0,12,14,4,0,8,16,4,2,0,2,6,18,0,0,108,8,0
1,2,2,0,0,0,0,0,10,24,2,24,8,34,6,0,0,68,6,10,0,4,8,0,0,0,0,2,4,2,0,6,4,2,4,8,14,0,0,2,4,0,0,0,0,6,0,0,6,4,6,2,10,4,2,6,0,8,0,4,2,4,30,0,4,4,0,0,0,10,8,2,12,0,8,0,2,0,4,0,0,12,0,4,0,10,4,0,0,6,2,0,0,2,32,0,2,2,0,0,24,2,12,2,0,4,4,0,6,6,2,2,10,8,6,8,8,0,0,12,0,0,10,8,4,2,0,0,4,2,4,2,124,2,0
1,0,0,2,0,0,2,26,0,2,0,8,14,26,4,2,0,58,4,30,2,6,4,0,4,0,0,12,12,2,0,8,6,2,0,18,4,0,4,8,6,0,0,8,0,2,2,2,2,4,26,2,4,8,6,6,8,6,2,0,2,10,12,8,6,4,12,0,4,6,10,2,0,8,4,0,4,2,0,4,0,4,0,2,0,12,6,0,2,0,0,2,0,0,30,0,0,2,0,6,22,10,10,10,2,2,10,0,8,2,4,2,2,2,4,12,0,0,4,16,4,6,14,10,8,4,2,0,2,8,4,10,38,2,0
1,0,0,0,0,0,2,30,0,4,0,22,2,44,10,0,0,62,6,12,4,4,0,0,2,0,4,6,6,6,0,2,2,2,2,20,0,0,0,10,2,0,2,0,0,0,0,2,2,6,2,0,6,2,8,0,0,12,2,2,6,8,12,2,12,18,6,8,16,4,14,4,4,2,4,2,8,0,0,4,0,12,0,4,0,26,2,10,4,4,0,0,0,0,28,0,0,4,0,2,16,0,14,2,0,0,0,0,6,0,0,2,0,4,4,0,2,0,6,10,4,2,12,4,8,2,0,2,4,8,4,0,122,6,0
1,0,2,0,0,0,2,6,0,14,0,26,6,54,2,0,0,54,4,6,0,6,10,0,4,0,4,2,6,8,12,0,12,2,2,10,4,4,2,14,0,0,0,4,4,0,2,6,2,4,0,0,0,0,6,6,2,6,0,2,0,8,16,8,8,2,0,2,8,6,12,0,14,6,0,0,6,0,2,8,0,2,0,2,0,8,0,0,0,4,0,0,0,0,12,2,6,4,4,4,20,10,12,4,0,2,4,0,0,4,2,2,8,2,14,6,8,0,10,8,10,6,10,16,6,0,4,0,4,2,0,0,96,4,0
1,0,0,0,0,0,8,22,2,12,0,36,0,36,2,0,0,58,16,12,0,4,2,2,4,0,0,2,2,6,10,8,4,4,6,18,10,0,0,20,2,0,0,0,2,2,2,2,2,4,0,4,4,8,2,10,10,2,0,0,4,2,24,2,8,6,6,4,12,6,10,10,6,2,8,2,4,0,2,0,0,10,2,14,4,14,0,0,4,8,4,0,4,0,28,0,6,0,2,4,16,12,24,8,0,2,2,0,8,2,0,4,6,2,4,2,2,0,8,12,2,2,14,24,10,0,6,4,12,8,6,2,70,14,0
1,0,16,0,0,0,8,26,6,0,0,34,4,22,2,0,0,68,0,10,2,2,14,2,4,4,2,6,6,6,4,6,8,0,2,4,2,4,2,8,2,2,0,0,8,4,4,10,8,12,0,0,18,6,6,14,4,10,4,6,6,8,16,4,4,0,2,4,0,2,14,8,8,2,4,0,8,0,8,2,0,4,0,2,2,12,0,0,8,0,0,0,0,0,30,0,6,2,0,0,16,12,14,0,0,0,0,0,0,2,0,8,6,4,2,0,6,0,10,34,4,0,6,12,2,6,12,0,4,2,4,0,108,2,0
1,0,2,0,0,0,8,88,0,10,0,0,10,42,4,0,0,0,4,16,0,18,6,2,0,2,4,0,0,0,0,6,8,8,10,8,6,0,4,0,0,0,0,2,4,0,6,2,6,12,50,2,2,2,2,6,6,6,0,4,2,8,18,0,12,2,8,6,2,10,12,8,10,6,0,2,8,6,0,2,0,12,0,2,0,16,10,0,0,0,0,0,0,0,24,0,0,0,4,0,0,0,22,14,0,22,36,2,16,0,0,0,8,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,0,0,0,2,44,0,10,0,0,0,30,2,0,0,0,4,4,0,6,8,4,2,2,4,0,0,0,0,10,12,6,18,8,2,2,0,0,0,2,0,2,0,4,2,0,4,0,6,0,6,10,6,14,0,14,4,4,4,4,16,0,10,4,2,4,6,6,10,10,6,6,0,0,4,2,6,10,0,16,0,16,4,8,4,2,0,0,0,0,0,2,12,0,0,0,0,0,0,0,14,0,0,0,2,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,0,0,0,0,0,0,6,0,0,2,52,8,0,0,0,2,14,2,10,0,0,0,0,2,0,0,0,0,6,6,2,0,18,0,4,0,0,2,4,0,0,2,2,2,0,2,2,54,4,0,6,12,8,4,4,4,6,4,2,20,0,16,2,10,12,8,2,14,10,12,2,6,0,0,0,2,4,0,6,2,6,4,12,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,4,8,0,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
