0,0,0,0,14,0,6,8,0,0
0,0,14,0,12,0,4,12,2,0
4,0,10,0,12,0,2,4,4,0
0,0,0,0,4,0,4,6,2,0
0,0,0,0,14,2,4,8,8,0
0,0,0,0,4,0,2,12,16,0
0,0,0,0,14,0,2,10,0,0
0,0,0,0,6,0,0,6,6,0
0,0,14,0,10,4,6,10,2,0
0,0,0,0,10,0,2,14,2,0
0,0,0,12,4,0,4,12,8,0
0,0,0,0,6,2,0,14,8,0
0,0,0,4,8,0,2,14,4,2
0,0,0,2,8,2,6,26,10,0
0,0,14,0,4,0,0,6,4,0
0,0,22,0,8,0,4,10,18,2
0,0,0,0,4,2,0,2,6,2
0,0,0,0,0,2,8,0,10,0
0,0,0,2,0,0,4,0,12,2
0,0,0,2,12,0,2,0,6,0
0,0,0,4,24,4,2,12,2,0
0,0,0,4,26,0,8,16,12,0
0,0,0,0,24,2,4,24,0,0
0,0,0,2,26,0,6,12,0,0
0,0,0,0,38,2,4,8,0,0
2,0,0,0,18,2,2,10,2,0
2,2,0,0,16,0,6,12,4,0
0,2,0,4,22,4,4,8,2,0
0,0,0,0,24,6,8,24,6,2
0,0,0,0,28,2,4,12,0,0
2,0,0,6,28,2,2,22,12,0
0,0,0,2,16,0,8,12,8,0
0,0,0,0,6,0,2,6,2,0
0,2,0,0,20,2,10,14,4,2
0,0,0,0,2,2,6,18,10,0
0,0,0,0,14,0,12,4,22,0
0,0,0,2,24,4,10,0,22,0
0,0,0,0,22,0,12,0,6,2
0,0,0,4,20,8,0,0,6,0
0,0,0,0,22,2,0,0,8,2
0,0,2,0,16,0,2,4,0,0
0,0,0,2,14,2,0,2,6,0
0,2,0,4,14,0,0,0,4,0
0,0,0,2,10,0,0,6,0,0
0,2,0,6,10,0,2,4,8,0
2,0,66,12,10,2,0,8,12,0
0,2,102,4,0,0,6,4,2,0
0,0,42,0,14,2,2,2,4,0
0,2,12,2,4,4,14,2,2,2
0,0,24,0,6,0,0,0,2,0
0,2,42,0,22,0,4,0,16,0
0,0,0,0,2,6,4,4,10,0
0,0,0,0,0,8,4,2,8,0
0,0,0,4,0,0,4,0,18,0
0,0,0,6,18,0,0,0,6,4
0,0,0,4,2,0,2,0,12,2
0,0,0,2,4,2,2,2,0,0
0,0,0,8,0,2,8,0,8,4
2,0,0,0,10,8,4,0,10,0
0,0,0,4,4,0,0,0,18,0
0,0,2,6,18,0,0,10,2,0
0,0,0,0,4,0,2,22,4,0
0,0,0,0,12,4,0,10,0,0
0,0,26,0,10,0,2,4,0,0
0,0,0,0,14,0,2,6,4,0
2,4,0,6,0,0,4,2,2,0
0,0,66,4,8,0,6,12,0,0
0,0,0,2,0,2,0,8,12,4
2,0,10,0,0,0,4,4,4,0
4,0,2,6,2,0,2,6,12,0
0,0,0,4,10,0,0,6,10,2
0,2,0,0,8,2,0,22,0,0
0,0,0,6,8,0,0,2,8,0
0,0,0,2,24,0,2,10,8,0
0,2,0,4,2,0,0,0,10,4
0,0,0,0,4,0,2,18,8,0
0,0,0,2,22,2,0,0,12,2
0,0,0,0,14,6,0,0,8,0
0,0,0,4,0,0,0,0,12,2
0,0,0,16,8,6,0,0,12,0
0,0,0,0,8,2,0,4,0,0
0,0,8,0,2,0,0,16,4,2
2,0,0,0,24,0,2,4,0,0
0,0,26,4,4,6,4,10,0,0
2,0,0,0,6,0,0,2,6,0
0,0,16,4,12,4,6,24,10,0
0,0,22,0,10,0,0,2,0,0
0,0,0,0,0,0,0,10,2,2
2,0,0,0,8,2,0,2,10,0
0,2,0,4,20,0,6,0,2,0
0,0,0,0,4,0,0,2,2,0
0,4,18,2,12,0,0,16,10,0
0,0,6,0,14,2,10,4,12,6
0,0,0,0,20,0,2,8,6,0
0,0,0,8,0,0,0,6,8,12
0,0,0,0,4,0,2,12,2,2
0,0,0,2,8,2,2,0,10,0
0,0,0,2,0,2,4,0,10,0
0,0,0,12,2,0,2,0,20,0
0,0,0,2,4,2,2,0,14,0
0,0,12,2,6,0,2,12,0,0
2,0,38,0,0,0,2,12,2,2
0,0,0,0,4,0,4,2,0,0
0,0,28,0,8,0,2,10,0,0
2,0,0,2,8,2,4,2,0,0
0,0,0,10,2,2,2,6,2,0
2,0,8,0,14,0,0,8,2,0
0,0,0,0,4,0,0,10,4,0
0,0,0,38,12,0,0,2,8,2
0,2,0,0,8,2,2,8,8,0
2,0,0,4,2,2,0,0,0,0
2,2,0,4,2,0,2,10,12,0
0,0,0,0,8,0,0,0,10,2
2,0,0,6,6,0,6,12,20,0
0,0,0,0,44,0,2,6,2,0
0,0,0,0,4,2,4,2,18,0
0,0,0,2,6,2,2,0,14,0
0,0,0,2,0,0,4,0,8,0
0,0,0,2,4,4,2,0,16,0
0,0,0,4,2,2,0,0,16,0
2,4,2,0,12,0,0,4,2,0
0,0,0,0,10,0,4,10,0,0
2,0,0,0,10,0,4,2,4,0
0,2,0,0,8,4,0,6,2,0
0,0,0,0,6,0,2,12,0,0
0,0,0,2,6,0,4,6,2,0
6,0,14,0,0,2,0,10,6,2
2,2,0,0,10,4,2,14,0,4
0,2,0,2,4,2,2,12,2,2
8,2,0,2,2,0,2,2,2,4
0,2,0,0,0,0,2,2,4,0
0,0,0,0,8,0,0,12,2,0
0,4,0,6,10,0,8,0,12,2
2,0,0,4,12,0,8,6,8,2
0,0,0,4,6,0,4,4,10,2
0,0,0,4,12,0,0,18,16,4
2,0,0,8,6,0,0,10,12,0
0,0,0,2,10,0,0,0,28,4
0,0,0,6,24,0,0,0,12,0
0,0,0,8,0,0,0,0,12,4
0,0,0,0,16,2,0,8,6,0
0,0,0,4,8,0,0,6,4,0
2,0,0,0,14,0,0,8,0,0
0,0,0,0,10,0,4,4,4,0
0,0,0,0,2,2,2,2,2,0
0,0,0,6,4,0,2,4,2,2
2,2,0,4,12,0,0,0,2,0
0,0,52,2,2,4,0,2,4,0
0,2,0,0,6,0,0,2,2,0
0,0,0,0,6,0,0,0,2,0
0,2,0,0,6,0,0,0,0,4
0,2,0,8,8,0,0,10,6,0
0,2,6,8,22,0,0,0,8,0
0,4,0,0,2,4,0,4,10,0
0,2,0,2,4,0,4,0,14,0
0,0,0,4,0,0,6,4,10,2
0,0,0,8,4,0,2,0,14,0
0,0,0,0,0,0,6,0,16,2
